asset_id,company_id,category_id,category_name,asset_tag,brand,model,serial_number,purchase_date,purchase_price,warranty_expiry,status,condition,current_employee_id,location,notes
ast-00429,comp-001,cat-01,Laptop,AST-00429,Apple,MacBook Pro 14 M3,APP-LAPT-40007-8243,2024-12-20,1789.17,2026-12-20,stolen,good,,Branch - Surabaya,
ast-00430,comp-001,cat-01,Laptop,AST-00430,HP,EliteBook 840 G10,HP-LAPT-54174-1021,2021-10-08,3246.43,2024-10-07,assigned,repairing,,Remote - WFH,
ast-00431,comp-001,cat-06,Server,AST-00431,Supermicro,SYS-420GP,SUP-SERV-46648-2231,2023-06-26,7644.29,2026-06-25,assigned,new,,Data Center - Jakarta,
ast-00432,comp-001,cat-04,Smartphone,AST-00432,Samsung,Galaxy S24,SAM-SMAR-40175-7275,2021-12-08,746.96,2022-12-08,assigned,fair,,Remote - WFH,
ast-00433,comp-001,cat-07,Network Switch,AST-00433,Ubiquiti,UniFi Switch Pro 48,UBI-NETW-61957-7870,2022-01-10,3118.21,2024-01-10,available,fair,,Jakarta HQ - Floor 3,
ast-00434,comp-001,cat-03,Monitor,AST-00434,LG,27UP850N 27 4K,LG-MONI-85781-2628,2023-10-08,1175.13,2026-10-07,assigned,repairing,,Jakarta HQ - Floor 4,
ast-00435,comp-001,cat-08,Router,AST-00435,Cisco,ISR 4321,CIS-ROUT-57421-7303,2021-11-29,2466.18,2024-11-28,available,good,,Jakarta HQ - Floor 5,
ast-00436,comp-001,cat-03,Monitor,AST-00436,LG,27UP850N 27 4K,LG-MONI-78014-6874,2020-01-21,408.60,2023-01-20,assigned,good,,Branch - Surabaya,
ast-00437,comp-001,cat-02,Desktop,AST-00437,Dell,OptiPlex 7000 Tower,DEL-DESK-78287-5070,2022-10-25,1736.88,2025-10-24,available,poor,,Jakarta HQ - Floor 2,
ast-00438,comp-001,cat-01,Laptop,AST-00438,Apple,MacBook Pro 14 M3,APP-LAPT-52925-2521,2022-06-22,3444.74,2025-06-21,available,good,,Jakarta HQ - Floor 4,
ast-00439,comp-001,cat-01,Laptop,AST-00439,Dell,Latitude 5540,DEL-LAPT-80590-4751,2022-02-04,2629.40,2023-02-04,maintenance,good,,Data Center - Jakarta,
ast-00440,comp-001,cat-06,Server,AST-00440,Dell,PowerEdge R750xs,DEL-SERV-55745-5296,2021-04-13,6109.82,2022-04-13,retired,poor,,Jakarta HQ - Floor 2,
ast-00441,comp-001,cat-03,Monitor,AST-00441,Dell,P2423DE 24 16:9,DEL-MONI-88805-8428,2025-06-23,386.83,2027-06-23,available,good,,Data Center - Jakarta,
ast-00442,comp-001,cat-01,Laptop,AST-00442,HP,EliteBook 840 G10,HP-LAPT-26363-9237,2022-11-12,2781.34,2026-11-11,assigned,good,,Jakarta HQ - Floor 4,
ast-00443,comp-001,cat-02,Desktop,AST-00443,HP,EliteDesk 800 G9,HP-DESK-69288-7984,2021-07-02,2285.09,2022-07-02,maintenance,good,,Warehouse - Jakarta,
ast-00444,comp-001,cat-01,Laptop,AST-00444,Lenovo,ThinkPad X1 Carbon Gen 11,LEN-LAPT-69395-7751,2022-02-08,1377.68,2026-02-07,assigned,good,,Jakarta HQ - Floor 2,
ast-00445,comp-001,cat-02,Desktop,AST-00445,Dell,OptiPlex 7000 Tower,DEL-DESK-87969-4654,2024-01-16,1095.03,2026-01-15,available,poor,,Jakarta HQ - Floor 3,
ast-00446,comp-001,cat-01,Laptop,AST-00446,Apple,MacBook Air 15 M3,APP-LAPT-49069-3856,2025-01-18,2091.02,2029-01-17,available,fair,,Jakarta HQ - Floor 5,
ast-00447,comp-001,cat-01,Laptop,AST-00447,HP,ProBook 450 G10,HP-LAPT-64410-5910,2020-04-28,1240.27,2022-04-28,assigned,good,,Remote - WFH,
ast-00448,comp-001,cat-09,Tablet,AST-00448,Apple,iPad Air M1,APP-TABL-55547-2360,2023-09-08,565.78,2025-09-07,available,good,,Jakarta HQ - Floor 2,
ast-00449,comp-001,cat-04,Smartphone,AST-00449,Xiaomi,13T Pro,XIA-SMAR-44792-8890,2025-08-29,821.27,2026-08-29,available,fair,,Warehouse - Jakarta,
ast-00450,comp-001,cat-10,Peripheral,AST-00450,Logitech,MX Master 3S Mouse,LOG-PERI-60462-7072,2024-12-06,135.80,2026-12-06,assigned,damaged,,Warehouse - Bandung,
ast-00451,comp-001,cat-10,Peripheral,AST-00451,Jabra,Evolve2 65 Headset,JAB-PERI-78339-7022,2023-05-04,271.38,2025-05-03,assigned,fair,,Warehouse - Bandung,
ast-00452,comp-001,cat-01,Laptop,AST-00452,Apple,MacBook Pro 14 M3,APP-LAPT-62536-8877,2023-10-28,1281.65,2027-10-27,available,fair,,Jakarta HQ - Floor 3,
ast-00453,comp-001,cat-10,Peripheral,AST-00453,Logitech,C922 Pro Webcam,LOG-PERI-75313-4647,2024-11-17,217.07,2026-11-17,assigned,good,,Jakarta HQ - Floor 4,
ast-00454,comp-001,cat-03,Monitor,AST-00454,HP,E27u G5 27 4K,HP-MONI-60021-3078,2024-01-16,887.27,2026-01-15,assigned,repairing,,Jakarta HQ - Floor 3,
ast-00455,comp-001,cat-01,Laptop,AST-00455,Microsoft,Surface Laptop 5,MIC-LAPT-58628-4149,2021-01-20,3252.96,2022-01-20,available,good,,Jakarta HQ - Floor 2,
ast-00456,comp-001,cat-01,Laptop,AST-00456,Apple,MacBook Pro 14 M3,APP-LAPT-94667-2222,2023-10-07,3372.72,2026-10-06,assigned,new,,Warehouse - Bandung,
ast-00457,comp-001,cat-07,Network Switch,AST-00457,MikroTik,CRS326-24G-2S+RM,MIK-NETW-41580-2645,2025-06-24,871.28,2027-06-24,retired,new,,Data Center - Jakarta,
ast-00458,comp-001,cat-07,Network Switch,AST-00458,Cisco,Catalyst 9200-48P,CIS-NETW-30064-4748,2022-08-28,989.07,2023-08-28,available,fair,,Warehouse - Jakarta,
ast-00459,comp-001,cat-01,Laptop,AST-00459,HP,ProBook 450 G10,HP-LAPT-62910-6421,2024-02-25,3458.90,2026-02-24,assigned,poor,,Jakarta HQ - Floor 1,
ast-00460,comp-001,cat-04,Smartphone,AST-00460,Apple,iPhone 15,APP-SMAR-87685-8506,2021-05-28,828.82,2023-05-28,available,good,,Branch - Surabaya,
ast-00461,comp-001,cat-03,Monitor,AST-00461,Samsung,S27A800 27 4K,SAM-MONI-14926-5930,2020-08-07,1198.97,2024-08-06,assigned,good,,Jakarta HQ - Floor 2,
ast-00462,comp-001,cat-08,Router,AST-00462,MikroTik,RB4011iGS+RM,MIK-ROUT-16372-8904,2024-11-15,2072.36,2025-11-15,available,fair,,Data Center - Jakarta,
ast-00463,comp-001,cat-01,Laptop,AST-00463,HP,ProBook 450 G10,HP-LAPT-64704-9653,2023-10-06,3149.33,2026-10-05,maintenance,new,,Jakarta HQ - Floor 3,
ast-00464,comp-001,cat-01,Laptop,AST-00464,Apple,MacBook Pro 14 M3,APP-LAPT-75562-3667,2021-12-14,1277.13,2025-12-13,lost,good,,Data Center - Jakarta,
ast-00465,comp-001,cat-10,Peripheral,AST-00465,Logitech,MX Keys Keyboard,LOG-PERI-14684-9745,2025-10-29,62.08,2027-10-29,assigned,good,,Branch - Surabaya,
ast-00466,comp-001,cat-01,Laptop,AST-00466,Dell,Latitude 5540,DEL-LAPT-34594-2362,2020-01-04,2198.07,2023-01-03,assigned,poor,,Warehouse - Bandung,
ast-00467,comp-001,cat-02,Desktop,AST-00467,Apple,Mac Studio M2 Max,APP-DESK-47589-5572,2024-03-11,843.73,2025-03-11,available,fair,,Jakarta HQ - Floor 3,
ast-00468,comp-001,cat-08,Router,AST-00468,Cisco,ISR 4321,CIS-ROUT-73285-1678,2023-02-09,2061.53,2026-02-08,available,new,,Jakarta HQ - Floor 1,
ast-00469,comp-001,cat-07,Network Switch,AST-00469,MikroTik,CRS326-24G-2S+RM,MIK-NETW-60729-2599,2020-09-28,541.35,2024-09-27,assigned,good,,Jakarta HQ - Floor 2,
ast-00470,comp-001,cat-02,Desktop,AST-00470,Apple,Mac Mini M2,APP-DESK-11545-8085,2023-06-10,1547.74,2027-06-09,available,new,,Jakarta HQ - Floor 5,
ast-00471,comp-001,cat-03,Monitor,AST-00471,Dell,U2723QE 4K USB-C Hub,DEL-MONI-31922-4345,2020-04-25,776.94,2021-04-25,assigned,poor,,Warehouse - Bandung,
ast-00472,comp-001,cat-04,Smartphone,AST-00472,Xiaomi,13T Pro,XIA-SMAR-12317-9359,2024-08-03,947.50,2028-08-02,available,good,,Branch - Surabaya,
ast-00473,comp-001,cat-03,Monitor,AST-00473,Dell,U2723QE 4K USB-C Hub,DEL-MONI-61173-3386,2025-12-19,842.33,2026-12-19,available,damaged,,Warehouse - Bandung,
ast-00474,comp-001,cat-08,Router,AST-00474,Ubiquiti,UniFi Dream Machine SE,UBI-ROUT-50805-7766,2023-06-17,1376.23,2026-06-16,assigned,fair,,Data Center - Jakarta,
ast-00475,comp-001,cat-01,Laptop,AST-00475,Dell,XPS 15 9530,DEL-LAPT-73923-6963,2023-07-11,3094.41,2024-07-10,available,good,,Jakarta HQ - Floor 1,
ast-00476,comp-001,cat-10,Peripheral,AST-00476,Poly,Voyager 5200 Headset,POL-PERI-28699-7787,2025-02-03,181.95,2026-02-03,available,good,,Warehouse - Jakarta,
ast-00477,comp-001,cat-07,Network Switch,AST-00477,MikroTik,CRS326-24G-2S+RM,MIK-NETW-53048-8432,2024-05-31,2908.35,2027-05-31,available,good,,Warehouse - Bandung,
ast-00478,comp-001,cat-05,Printer,AST-00478,HP,LaserJet Pro M404dn,HP-PRIN-64686-2993,2024-01-29,414.39,2026-01-28,assigned,fair,,Jakarta HQ - Floor 4,
ast-00479,comp-001,cat-10,Peripheral,AST-00479,Poly,Voyager 5200 Headset,POL-PERI-16336-8564,2025-12-10,121.87,2029-12-09,maintenance,good,,Jakarta HQ - Floor 2,
ast-00480,comp-001,cat-01,Laptop,AST-00480,Dell,XPS 15 9530,DEL-LAPT-36810-9245,2023-01-21,1676.00,2025-01-20,assigned,good,,Jakarta HQ - Floor 5,
ast-00481,comp-001,cat-04,Smartphone,AST-00481,Xiaomi,13T Pro,XIA-SMAR-26776-3804,2025-05-01,708.10,2027-05-01,assigned,new,,Jakarta HQ - Floor 5,
ast-00482,comp-001,cat-02,Desktop,AST-00482,Apple,Mac Studio M2 Max,APP-DESK-25621-3767,2021-04-14,2624.76,2023-04-14,assigned,new,,Jakarta HQ - Floor 4,
ast-00483,comp-001,cat-10,Peripheral,AST-00483,Poly,Voyager 5200 Headset,POL-PERI-41781-2394,2023-06-26,115.57,2025-06-25,available,good,,Data Center - Jakarta,
ast-00484,comp-001,cat-04,Smartphone,AST-00484,Apple,iPhone 14,APP-SMAR-67911-4743,2024-09-24,1069.61,2025-09-24,available,fair,,Branch - Surabaya,
ast-00485,comp-001,cat-09,Tablet,AST-00485,Microsoft,Surface Pro 9,MIC-TABL-20323-6663,2025-07-02,639.45,2026-07-02,available,fair,,Jakarta HQ - Floor 2,
ast-00486,comp-001,cat-10,Peripheral,AST-00486,Logitech,C922 Pro Webcam,LOG-PERI-29752-5776,2024-11-29,165.97,2027-11-29,assigned,good,,Jakarta HQ - Floor 3,
ast-00487,comp-001,cat-04,Smartphone,AST-00487,Samsung,Galaxy S24 Ultra,SAM-SMAR-28415-3492,2025-01-09,737.92,2026-01-09,assigned,new,,Jakarta HQ - Floor 3,
ast-00488,comp-001,cat-01,Laptop,AST-00488,Lenovo,ThinkPad X1 Carbon Gen 11,LEN-LAPT-56145-4621,2022-03-22,3089.26,2024-03-21,available,good,,Jakarta HQ - Floor 1,
ast-00489,comp-001,cat-01,Laptop,AST-00489,Lenovo,ThinkPad T14s Gen 4,LEN-LAPT-39109-7646,2024-10-10,1877.49,2025-10-10,assigned,new,,Jakarta HQ - Floor 5,
ast-00490,comp-001,cat-01,Laptop,AST-00490,Apple,MacBook Pro 14 M3,APP-LAPT-71087-5801,2025-06-21,2288.24,2026-06-21,maintenance,new,,Jakarta HQ - Floor 1,
ast-00491,comp-001,cat-09,Tablet,AST-00491,Microsoft,Surface Pro 9,MIC-TABL-70775-6303,2020-08-09,835.67,2022-08-09,available,good,,Remote - WFH,
ast-00492,comp-001,cat-01,Laptop,AST-00492,Apple,MacBook Air 15 M3,APP-LAPT-52532-3231,2021-03-30,1864.03,2023-03-30,assigned,good,,Warehouse - Bandung,
ast-00493,comp-001,cat-01,Laptop,AST-00493,ASUS,ZenBook 14 OLED,ASU-LAPT-80481-3670,2022-10-06,2807.13,2026-10-05,available,damaged,,Jakarta HQ - Floor 2,
ast-00494,comp-001,cat-05,Printer,AST-00494,HP,LaserJet Pro M404dn,HP-PRIN-18733-1265,2020-07-20,1501.98,2021-07-20,assigned,good,,Jakarta HQ - Floor 3,
ast-00495,comp-001,cat-03,Monitor,AST-00495,LG,27UP850N 27 4K,LG-MONI-29495-7995,2022-12-20,981.68,2024-12-19,maintenance,good,,Jakarta HQ - Floor 5,
ast-00496,comp-001,cat-07,Network Switch,AST-00496,Ubiquiti,UniFi Switch Pro 48,UBI-NETW-63987-4560,2024-09-25,1588.52,2025-09-25,assigned,new,,Warehouse - Jakarta,
ast-00497,comp-001,cat-02,Desktop,AST-00497,Apple,Mac Mini M2,APP-DESK-10557-5575,2020-08-29,2491.13,2022-08-29,assigned,damaged,,Jakarta HQ - Floor 2,
ast-00498,comp-001,cat-01,Laptop,AST-00498,HP,ProBook 450 G10,HP-LAPT-45370-5994,2021-01-18,3261.81,2023-01-18,available,good,,Branch - Surabaya,
ast-00499,comp-001,cat-01,Laptop,AST-00499,ASUS,ZenBook 14 OLED,ASU-LAPT-69508-1623,2021-11-21,2255.63,2022-11-21,assigned,damaged,,Jakarta HQ - Floor 2,
ast-00500,comp-001,cat-08,Router,AST-00500,Cisco,ISR 4321,CIS-ROUT-94123-2376,2024-12-24,846.41,2026-12-24,available,good,,Warehouse - Jakarta,
